CustomerId,CompanyCode,CustomerCode,CustomerName,City,PostalCode,Street,Telephone,GSTNo,SalesOrganisation,Dist_Channel,Division,SalesOffice,SalesGroup,Region,RegionDescription,LicenseNumber,ValidityOfLicense,Ship_To_Party,TM,Emp_Name,Plant
5278,1049,AGSNA1373,SRI ANNAMAAR AGRO CORPORATION,KRISHNAGIRI,635112,"92/2, SALEM MAIN ROAD,KAVERIPA",9865746730,33AODPM8886M1Z7,AG01,01,25,D015,597,22,Tamil Nadu,75/7425,NULL,AGSNA1373,23148680,NULL,
5280,1049,AGSSC1375,SAI SUJAAN CORPORATION,FARRUKHABAD,209625,FATAHGARH ROAD,8808083786,,AG01,01,25,D012,523,24,Uttar Pradesh,75/7425,NULL,AGSSC1375,23148680,NULL,
5282,1049,AGRPP1378,"RICH PHYTOCARE PVT. LTD.,","THENI DIST.,",625513,"FLAT NO.2B, MAHALAKSHMI ENCLAV",9894061797,,AG01,01,25,D015,631,22,Tamil Nadu,75/7425,NULL,AGRPP1378,23148680,NULL,
5284,1049,AGMMT1384,"MAHADIN MAHAJAN TRADING CO.,",RAEBARELI,229306,RAEBARELI MAHARAJ GANJ ROAD,7607201824,,AG01,01,25,D011,712,24,Uttar Pradesh,75/7425,NULL,AGMMT1384,25009004,NULL,
5313,1049,AGBKM2717,BHARAT KRISHI MACHINERIES,MOTIHARI,845401,"N.H.28A, CHHATAUNI CHOWK, MOTI",7070667766,10AAXFB8985G1ZX,AG01,01,VG,D008,612,04,Bihar,,NULL,AGBKM2717,25003487,NULL,
5402,1049,AGAL1774,ANAND LAKHOTIA,"PUNDIBARI,PUNDIBARI,COOCH",736165,KALARAYERKUTHI,9733285943,19AEJPL9118H2Z4,AG01,01,25,D010,897,25,West Bengal,75/7425,NULL,AGAL1774,25030008,NULL,
5405,1049,AGBS1795,BALASU SUJAN,West Godavari Dist,534452,"3-39, PEDAVEGI,MUNDURU",8332850005,,AG01,01,25,D005,565,01,Andhra Pradesh,75/7425,NULL,AGBS1795,25009433,NULL,
5469,1049,AGNGB1388,NEW GUTTI BASAVESHWAR FERTILISERS,BIDAR,585330,HUMNABAD,9342303506,,AG01,01,25,D007,700,10,Karnataka,,NULL,AGNGB1388,25020388,NULL,
5471,1049,AGTF1387,Tirumala Fertilisers,Raichur,584102,Gunj Road,9060507473,,AG01,01,25,D007,576,10,Karnataka,,NULL,AGTF1387,25009004,NULL,
5728,1049,AGSRFS1010,SRI RAMAKRISHNA FERTILIZERS  PESTIC,"MEDAK DIST., TS",502276,CHINNAKODUR,9866603568,,AG01,01,25,D006,690,01,Andhra Pradesh,75/7425,NULL,AGSRFS1010,25007945,NULL,
5860,1049,AGSSKU1017,SHREE RAM KRUSHI UDYOG,"NASIK DIST., MH",423401,YEVLA,9881556314,,AG01,01,25,D002,562,13,Maharashtra,75/7425,NULL,AGSSKU1017,25009350,NULL,
5965,1049,AGKKS1810,KISAN KHETI STORE,"BHIKHIWIND,TARAN",143303,KEMKARAN ROAD,9815576040,03AAHFM1792J1Z7,AG01,01,25,D013,536,19,Punjab,N.GOPAL KRISHNA,NULL,AGKKS1810,25020388,NULL,
5966,1049,AGSBB1811,SWASTIK BEEJ BHANDAR,"NEHRU ROAD,BHILWARA",311001,NEAR HIND MARUTI WORK SHOP,9829009097,08AXKPS6435Q1ZG,AG01,01,25,D014,699,20,Rajasthan,N.GOPAL KRISHNA,NULL,AGSBB1811,25020249,NULL,
5967,1049,AGRKK1812,RAJA KRISHI KENDRA,"SHOBHANPUR,AMARPUR,BANKA",813101,KUMARKHAL,9162582226,10AOIPV0647N1ZO,AG01,01,25,D008,802,04,Bihar,N.GOPAL KRISHNA,NULL,AGRKK1812,25020249,NULL,
5988,1049,AGKSSP862,KARSHAK SEEDS & SEED PROCESSORS,"GUNTUR DIST., A.P.",522318,"Shop No-23,Indira Gandhi Munic",9440368052,37ALFPK9240E1Z4,AG01,01,25,D005,565,01,Andhra Pradesh,N.GOPAL KRISHNA,NULL,AGKSSP862,23114467,NULL,
6060,1049,AGBT1838,BHOWMIK TRADERS,"UMERKOTE,NABARANGPUR",764073,BAD KUMARI,7682905090,21AJJPB4211A1ZD,AG01,01,25,D004,842,18,Odisha,N.GOPAL KRISHNA,NULL,AGBT1838,25013367,NULL,
6065,1049,AGJBB1817,JORGACHHI BEEJ BHANDAR,"ALAL,GAZOLE,MALDA",732128,"JORGACHHI,",9733307838,19AKSPC5503A1ZH,AG01,01,25,D010,897,25,West Bengal,N.GOPAL KRISHNA,NULL,AGJBB1817,25030008,NULL,
6068,1049,AGSKA1804,SRI KRISHNA AGRO TRADERS,"PRIYAKULAM ROAD,THENI",625531,"263/6, SUBBAN STREET",9443078164,33BHMPS0436A1ZP,AG01,01,25,D015,631,22,Tamil Nadu,N.GOPAL KRISHNA,NULL,AGSKA1804,23151885,NULL,
6110,1049,AGSIAT863,SRI INDU AGRI TECH,"ADILABAD DIST., TELANGANA",504346,UTNOOR MANDAL,8184867737,,AG01,01,25,D006,668,36,Telangana,N.GOPAL KRISHNA,NULL,AGSIAT863,23114467,NULL,
6150,1049,AGSSK1761,SHIV SHAKTI KRISHI KENDRA,JASHPUR,496224,"NEAR BUS STAND,BAGICHA,JASHPUR",9424187651,22ADRPG0464E1ZW,AG01,01,25,D001,687,33,Chhattisgarh,N.GOPAL KRISHNA,NULL,AGSSK1761,25012128,NULL,
6290,1049,AGKSK1826,KRUSHI SEVA KENDRA,"BHUDARGAD,KOLHAPUR",416209,MAIN ROAD,9423856464,27BSOPK8281J1ZZ,AG01,01,25,D002,894,13,Maharashtra,N.GOPAL KRISHNA,NULL,AGKSK1826,25004798,NULL,
6292,1049,AGMS1755,MANAN AGRO,"IRANI ROAD,DAHANU,THANE",401802,"SHOP NO.37, VAIBHAV COMPLEX",8793999888,27ALSPM7824M1Z7,AG01,01,25,D002,838,13,Maharashtra,N.GOPAL KRISHNA,NULL,AGMS1755,25009350,NULL,
6303,1049,AGRT1377,RAZA TRADERS,NABARANGPUR,764077,"MOHARA,CHANDAHANDI,",9938987786,21ABDPM4668E1ZW,AG01,01,25,D004,842,18,Odisha,N.GOPAL KRISHNA,NULL,AGRT1377,25013367,NULL,
6438,1049,AGSAC1708,SHUBHAM AGRO CENTER,FIROZABAD,283152,"EKA,JUSHARANA,JUSHARANA,",9045670506,09ASEPV8619G1Z6,AG01,01,25,D012,695,24,Uttar Pradesh,N.GOPAL KRISHNA,NULL,AGSAC1708,23196156,NULL,
6439,1049,AGAIS1709,"AGRO INDIA SEED CO.,","ISLAMPUR,ISLAMPUR",733202,"ISMAIL CHOWK,NORTH DINAJPUR,",9932190201,19BXHPS0469Q1ZH,AG01,01,25,D008,611,34,Jharkhand,N.GOPAL KRISHNA,NULL,AGAIS1709,23196156,NULL,
6443,1049,AGSAS1715,SAI AGRO SERVICES,"Nashik,",423102,"DEOLA,",9545803464,27BAZPP9548N1ZS,AG01,01,25,D002,562,13,Maharashtra,N.GOPAL KRISHNA,NULL,AGSAS1715,25020388,NULL,
6451,1049,AGSKD1725,"SOHANLAL KALYAN DAS & CO.,",FIROZPUR,142047,"GRAIN MARKET,ZIRA,FIROZPUR",9814750251,03ACVPC3506A1Z9,AG01,01,25,D013,536,19,Punjab,N.GOPAL KRISHNA,NULL,AGSKD1725,23196156,NULL,
6452,1049,AGVAK1726,VIRK AGRO SALES SERVICE,"UDHAM SINGH NAGAR,FIROZPU",263153,"GOLE MARKET,RUDRAPUR",,05ACUPV6157H1ZW,AG01,01,25,D012,523,35,Uttarakhand,N.GOPAL KRISHNA,NULL,AGVAK1726,23196156,NULL,
6515,1049,AGKKK1744,KRISHI KALYAN KENDRA,PATNA,803213,"BAJITPUR ROAD,BARHNI,",9801011318,10AMJPA6770E1ZJ,AG01,01,25,D008,802,04,Bihar,N.GOPAL KRISHNA,NULL,AGKKK1744,25001391,NULL,
6517,1049,AGJKF1746,J.K.FERTILISERS,"SHABAD,R.R.DIST",509217,"H.NO.6-22, NAGARGUDA X ROAD",9704584825,36CCRPK0069C1ZM,AG01,01,25,D006,589,36,Telangana,N.GOPAL KRISHNA,NULL,AGJKF1746,25001391,NULL,
6523,1049,AGJLT1753,JAI LUXMI TRADING COMPANY,KAITHAL,132027,"MALL GODOWN ROAD,",9416871829,06AAOPC1067B1Z8,AG01,01,25,D013,536,07,Haryana,N.GOPAL KRISHNA,NULL,AGJLT1753,23151885,NULL,
6526,1049,AGAKSK1757,AKASH KRUSHI SEVA KENDRA,NASIK,423401,"NEURGAON,YEOLA",9860280544,27AZWPK8769R1ZP,AG01,01,25,D002,562,13,Maharashtra,N.GOPAL KRISHNA,NULL,AGAKSK1757,23151885,NULL,
6527,1049,AGST1758,SAHU TRADERS,"PATEPUR,VAISHALI",843114,BAHUARA,9931102473,10AZKPS3384A1ZM,AG01,01,25,D008,612,04,Bihar,N.GOPAL KRISHNA,NULL,AGST1758,23151885,NULL,
6528,1049,AGSMR1759,SHREE MAHABIR JI RICE & OIL MILLS,DARBHANGA,846004,"DDNUR,DARBHANGA,",9431219268,10AAZPB5751E1ZW,AG01,01,25,D008,614,04,Bihar,N.GOPAL KRISHNA,NULL,AGSMR1759,23151885,NULL,
6529,1049,AGAKS1760,ARUN KRISHI SEWA KENDRA,BALRAMPUR,497118,"PASTA,BALRAMPUR,",9506042263,22BFIPG6236C1ZY,AG01,01,25,D001,687,33,Chhattisgarh,N.GOPAL KRISHNA,NULL,AGAKS1760,25012128,NULL,
6531,1049,AGSKB1765,SAZ KHAD BEEJ BHANDAR,"V MARKET,ARARIA",854311,STATION ROAD,9771621462,10APIPA5399B1ZD,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGSKB1765,25020249,NULL,
6532,1049,AGSKW1768,SWABHIMAN KISAN WHEAT PRODUCER CO.,CHITTORGARH,312001,"MEHTA JI KA RAWALA,SENTHI",9784364911,08AAXCS2178R1Z3,AG01,01,25,D014,699,20,Rajasthan,N.GOPAL KRISHNA,NULL,AGSKW1768,25001391,NULL,
6533,1049,AGAFC1770,AGNI FERTILISERS & CHEMICALS,"PUTHUR LTTERI ROAD,NETHIM",636002,315/210-A,9865235050,33AAMFA9488L1ZQ,AG01,01,25,D015,597,22,Tamil Nadu,N.GOPAL KRISHNA,NULL,AGAFC1770,23148680,NULL,
6535,1049,AGSSC1773,SATMILE SATISH CLUB O PATHAGAR,"ELAJANERKUTHI,COOCHBEHA,C",736157,"CHHATELAJAN,ELAJANERKUTHI,COOC",7585924002,19AAAJS3253R1ZE,AG01,01,25,D010,694,25,West Bengal,N.GOPAL KRISHNA,NULL,AGSSC1773,25003487,NULL,
6536,1049,AGJF1775,JYOTI FERTILISER,SL2129151175,854327,"JALALGARH,PURNIA",9939072242,10AYXPM6716G1Z7,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGJF1775,25003487,NULL,
6537,1049,AGSVB1776,SIDHI VINAYAK BEEJ BHANDAR,"BANSWARA,",327024,"OPP.VAN VIBHAG,PARTAPUR",9460907771,08BNCPA3258A1ZN,AG01,01,25,D014,699,20,Rajasthan,N.GOPAL KRISHNA,NULL,AGSVB1776,25020249,NULL,
6538,1049,AGPKK1777,PADIYAR KRISHI KENDRA,"BANSWARA,BANSWARA",327604,"ETAUVA,BUYODORE",8769589962,08CSKPP3081N1Z1,AG01,01,25,D014,699,20,Rajasthan,N.GOPAL KRISHNA,NULL,AGPKK1777,25020249,NULL,
6539,1049,AGKCT1778,KARTHIKEYA CROP TECHNOLOGIES,Medchal,501401,"Sy.no.36,ORR, Muneerabad",7013826975,36AAQFK4940F2Z3,AG01,01,25,D006,690,36,Telangana,N.GOPAL KRISHNA,NULL,AGKCT1778,25020388,NULL,
6540,1049,AGLE1782,LAXMI ENTERPRISES,"B.KOTHI,PURNEA",854203,"DEVRI,BHATASARA",9931832198,10CDFPS1248L1ZK,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGLE1782,25020249,NULL,
6541,1049,AGSAC1783,SANJAY AGRO COMPANY,"PURNEA,",854205,RUPOULI,9631558717,10AZVPG5747Q1ZN,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGSAC1783,25015488,NULL,
6542,1049,AGMKK1784,MAA KALI KHAD BEEJ BHANDAR,"B.KOTHI,PURNEA",854203,"DEBRA BAZAR,",9934491162,10DRGPS6940P2Z7,AG01,01,25,D008,612,04,Bihar,N.GOPAL KRISHNA,NULL,AGMKK1784,25003487,NULL,
6543,1049,AGAF1787,ARUN FERTILIZERS,ARARIA,854333,"BARDAHA,SKITY",9835813580,10BIFPS5197A1ZH,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGAF1787,25003487,NULL,
6544,1049,AGKKB1788,KRISHI KHAD BHANDAR,"FATWAH,PATNA",803201,PURANI CHOWK,9334385636,10AHWPK6847L1ZQ,AG01,01,25,D008,802,04,Bihar,N.GOPAL KRISHNA,NULL,AGKKB1788,25003487,NULL,
6546,1049,AGMT1791,MOHIT TRADING,KHAGARIA,851204,SDO ROAD,9709685195,10AHSPV1907G1ZB,AG01,01,25,D008,692,04,Bihar,N.GOPAL KRISHNA,NULL,AGMT1791,25003487,NULL,
6547,1049,AGHS1792,HARI SEEDS,"KOOTUSALAI,CHENNAI,THIRUV",600060,ARUMANDAI,9444244750,33AFGPG4005E1Z7,AG01,01,25,D015,599,22,Tamil Nadu,N.GOPAL KRISHNA,NULL,AGHS1792,25003487,NULL,
6549,1049,AGRCS1796,"RISHITHA CROP SCIENCE PVT. LTD.,","Udaya Nest, Gandhi Nagar,",500080,"H.NO.1-4-879, G-1,Udaya Nest,",7730054567,36AAICR0273R1ZS,AG01,01,25,D006,589,36,Telangana,N.GOPAL KRISHNA,NULL,AGRCS1796,25007622,NULL,
6550,1049,AGGAC1797,GEETA AGRICULTURE CENTER,"NAUGACHIA,BAGHALPUR",853202,"DHOLBAZZA ,NAUGACHIA",9939220727,10APEPK4646R1ZM,AG01,01,25,D008,612,04,Bihar,N.GOPAL KRISHNA,NULL,AGGAC1797,25003487,NULL,
6551,1049,AGKM1798,KUMAR MANOJ,"DHARHARA,MUNGER",811212,STATION ROAD,9431673218,10BNTPM4401N3ZT,AG01,01,25,D008,692,04,Bihar,N.GOPAL KRISHNA,NULL,AGKM1798,25003487,NULL,
6552,1049,AGPKB1799,PAPPU KHAD BEEJ BHANDAR,"BANDRA,BANDRA,MUZAFFARPUR",843115,NON PHAKRA,7250177324,10BFYPR1329R1ZP,AG01,01,25,D008,614,04,Bihar,N.GOPAL KRISHNA,NULL,AGPKB1799,25003487,NULL,
6553,1049,AGSLN1800,SRI LAXMI NARAYAN KRISHI KENDRA,"HARKHAULI,MUZAFFARPUR",843118,"JAMALPUR KODAI,GAIGHAT",8789794190,10ARWPJ9873B1ZJ,AG01,01,25,D008,612,04,Bihar,N.GOPAL KRISHNA,NULL,AGSLN1800,25003487,NULL,
6554,1049,AGAR1801,ANNU RAJ,VAISHALI,844113,"DAUD NAGAR,DAUD NAGAR",9507121608,10EBAPK1603A1ZY,AG01,01,25,D008,612,04,Bihar,N.GOPAL KRISHNA,NULL,AGAR1801,25003487,NULL,
6555,1049,AGBKK1802,BHAGWATI KRISHI KENDRA,"SHAHKUND,BHAGALPUR",813108,"TAHWAL NAGAR,KASWA KHERAHI",9931825246,10CNKPK7731F1Z7,AG01,01,25,D008,611,04,Bihar,N.GOPAL KRISHNA,NULL,AGBKK1802,25003487,NULL,
6557,1049,AGMDD1805,MATHRA DASS DINA NATH,"SHAHKOT,JALANDHAR",144702,"MAIN BAZAR,SHAHKOT",9814045410,03ABNPS8000J1ZL,AG01,01,25,D013,536,19,Punjab,N.GOPAL KRISHNA,NULL,AGMDD1805,25003487,NULL,
6558,1049,AGKSK1806,KISHAN SEVA KENDRA,SHAMBHAL,244302,"BAREILLY ROAD,NEAR OLD TELEPHO",9837631037,09BIWPK5553R1ZO,AG01,01,25,D012,523,24,Uttar Pradesh,N.GOPAL KRISHNA,NULL,AGKSK1806,25003487,NULL,
6559,1049,AGNFF1807,NEW FARMERS FERTILIZERS,"DATAGANJ,BADAUN",243635,ROADWAYS BUS STAND,9412461218,09AFZPG1558F1ZI,AG01,01,25,D019,695,24,Uttar Pradesh,N.GOPAL KRISHNA,NULL,AGNFF1807,25004093,NULL,
6560,1049,AGPKK1814,PRAGYA KRISHI KENDRA,"BACHHIYA,MANDLRA",481995,"ANJANIYA,",9424713942,23BKKPP7291K1ZK,AG01,01,25,D003,804,12,Madhya Pradesh,N.GOPAL KRISHNA,NULL,AGPKK1814,25020221,NULL,
6561,1049,AGVKK1815,VAIBHAV KRISHI KENDRA,"WARA SEONI,BAGHALKOT",481331,WARA SEONI,9407080571,23AFFPT7063J1Z5,AG01,01,25,D003,804,12,Madhya Pradesh,N.GOPAL KRISHNA,NULL,AGVKK1815,25020221,NULL,
6615,1049,AGSRF1742,SRI RAMA FERTILIZERS,"SHAMSHABAD,SHAMSHABAD,R.R",501504,"#401, KAVELIGUDA",9849694358,36CKDPS9674M1Z5,AG01,01,25,D006,589,36,Telangana,75/7425,NULL,AGSRF1742,25007622,NULL,
6721,1049,AGEHX1780,EVOGENE HYBRID SEEDS PRIVATE LIMITE,"Gubba Yellampet Godown,At",501401,"Survey No. 150,",9449671120,,AG01,01,25,D006,589,36,Telangana,75/7425,NULL,AGEHX1780,25003487,NULL,
6722,1049,AGHAA1781,HARI AGRO AGENICES,"KAPAVARAM,E.GODAVARI",533290,"3-167/1, TAMMARAOPET",,,AG01,01,25,D005,565,36,Telangana,75/7425,NULL,AGHAA1781,25003487,NULL,
6738,1049,AGSKD1839,SRI KANAK DURGA ENTERPRISES,"JHARIGAON,NABARANGPUR",764076,JHARIGAON,8658229677,21BTPPR2532F1ZS,AG01,01,25,D004,842,18,Odisha,75/7425,NULL,AGSKD1839,25013367,NULL,
6739,1049,AGUAS1836,UNIVERSAL AGRO SERVICES,"NEAR TAWI 4TH BRIDGE,JAMM",180001,BELICHARANA RAIPUR RAKH,9419303489,01AGLPS0555P1Z1,AG01,01,25,D013,536,09,Jammu and Kashmir,75/7425,NULL,AGUAS1836,25020388,NULL,
6917,1049,AGNF179,NAYAK FERTILISERS,"RIPPONPET,SHIMOGA",577426,"HOSANAGARA ROAD,",9845494240,29ACHPN5079R1ZJ,AG01,01,25,D007,691,10,Karnataka,75/7425,NULL,AGNF179,23132068,NULL,
6918,1049,AGSAK1391,Shivayogeshwar Agro Kendra,Bijapur,111111,Indi,9880894252,,AG01,01,25,D007,807,10,Karnataka,75/7425,NULL,AGSAK1391,23148749,NULL,
6919,1049,AGPR1391,LAKKARAM POSHETTY,NIZAMABAD,503224,JAKRANPALLY MANDAL,8341712008,,AG01,01,25,D006,668,36,Telangana,75/7425,NULL,AGPR1391,23148749,NULL,
7153,1049,AGVBB1392,VIJAI BEEJ BHANDAR,UNNAO,229841,"HASSANGANJ,UNNAO",9935088620,,AG01,01,25,D011,530,24,Uttar Pradesh,75/7425,NULL,AGVBB1392,25015864,NULL,
7226,1049,AGVM1011,VINAYAKA MOTORS,"ANANTHAPUR, AP",515004,OPP.VARTHA OFFICE,9603347444,,AG01,01,25,D005,567,01,Andhra Pradesh,75/7425,NULL,AGVM1011,25007945,NULL,
7227,1049,AGMTFS1013,MANIKANTA TRADERS FERTILISERS SEEDS,"MAHABOOBNAGAR DIST.,",509401,LINGAL,9948698590,36ADWPV6313N1ZK,AG01,01,25,D006,589,36,Telangana,75/7425,NULL,AGMTFS1013,25007622,NULL,
7228,1049,AGSVE1014,SRI VIDYA ENTERPRISES,"KHAMMAM DIST., TS",507210,GARLA,9440582067,,AG01,01,25,D006,592,36,Telangana,75/7425,NULL,AGSVE1014,23140880,NULL,
7229,1049,AGYT1015,SRI YOGESWARA TRADERS,"RANGAREDDY DIST., TS",509217,SHAHBAD,9949217419,,AG01,01,25,D006,589,36,Telangana,75/7425,NULL,AGYT1015,23140880,NULL,
7231,1049,AGSAT1018,SHIVSHAKTHI AGRO TRADERS,TONK,304001,"OPP.GURJAR HOSTEL,SAWAI MADHOP",9214080398,,AG01,01,25,D014,616,20,Rajasthan,75/7425,NULL,AGSAT1018,25001391,NULL,
7232,1049,AGGHA1019,GOLDEN HARVEST AGRO,VILLUPURAM,604001,"PANCHALAM V&M, TINDIVANAM TALU",9940209662,,AG01,01,25,D015,599,22,Tamil Nadu,75/7425,NULL,AGGHA1019,25001391,NULL,
7234,1049,AGARSK1021,AGRO RYTHU SEVA KENDRAM,"WARANGAL DIST., T.S.",506144,GHANPUR STN.,9849164449,,AG01,01,25,D006,592,36,Telangana,75/7425,NULL,AGARSK1021,23140880,NULL,
